2023-05-09-01:50:02 -194.12 -99.97
2023-05-09-02:00:02 -194.11 -99.972
2023-05-09-02:10:02 -194.11 -99.972
2023-05-09-02:20:02 -194.1 -99.971
2023-05-09-02:30:02 -194.04 -99.97
2023-05-09-02:40:02 -194.03 -99.972
2023-05-09-02:50:02 -194.02 -99.973
2023-05-09-03:00:02 -194.02 -99.972
2023-05-09-03:10:02 -194.01 -99.969
2023-05-09-03:20:02 -194.01 -99.97
2023-05-09-03:30:02 -194.0 -99.972
2023-05-09-03:40:02 -193.98 -99.97
2023-05-09-03:50:02 -193.98 -99.971
2023-05-09-04:00:02 -193.98 -99.972
2023-05-09-04:10:02 -193.98 -99.972
2023-05-09-04:20:02 -193.97 -99.971
2023-05-09-04:30:02 -193.96 -99.97
2023-05-09-04:40:02 -193.95 -99.972
2023-05-09-04:50:02 -193.94 -99.972
2023-05-09-05:00:03 -193.94 -99.972
2023-05-09-05:10:02 -193.93 -99.972
2023-05-09-05:20:02 -193.93 -99.969
2023-05-09-05:30:02 -193.92 -99.972
2023-05-09-05:40:02 -193.91 -99.968
2023-05-09-05:50:02 -193.91 -99.973
2023-05-09-06:00:02 -193.91 -99.973
2023-05-09-06:10:02 -193.9 -99.97
2023-05-09-06:20:02 -193.9 -99.97
2023-05-09-06:30:02 -193.89 -99.971
2023-05-09-06:40:02 -193.89 -99.971
2023-05-09-06:50:02 -193.88 -99.97
2023-05-09-07:00:02 -193.88 -99.973
2023-05-09-07:10:02 -193.87 -99.971
2023-05-09-07:20:02 -193.87 -99.972
2023-05-09-07:30:02 -193.86 -99.971
2023-05-09-07:40:02 -193.85 -99.971
2023-05-09-07:50:02 -193.85 -99.973
2023-05-09-08:00:02 -193.85 -99.973
2023-05-09-08:10:02 -193.84 -99.97
2023-05-09-08:20:02 -193.83 -99.969
2023-05-09-08:30:02 -193.83 -99.971
2023-05-09-08:40:02 -193.83 -99.971
2023-05-09-08:50:02 -193.82 -99.971
2023-05-09-09:00:02 -193.81 -99.971
2023-05-09-09:10:02 -193.81 -99.971
2023-05-09-09:14:00 -193.81 -99.971
2023-05-09-09:14:38 -193.81 -99.973
2023-05-09-09:17:54 -193.81 -99.971
2023-05-09-09:19:21 -193.8 -99.971
2023-05-09-09:20:02 -193.8 -99.971
2023-05-09-09:20:42 -193.8 -99.972
2023-05-09-09:23:30 -193.8 -99.97
2023-05-09-09:30:02 -193.79 -99.969
2023-05-09-09:40:02 -193.78 -99.973
2023-05-09-09:40:44 -193.78 -99.971
2023-05-09-09:44:52 -193.78 -99.969
2023-05-09-09:50:02 -193.77 -99.971
2023-05-09-10:00:02 -193.77 -99.971
2023-05-09-10:10:02 -193.77 -99.971
2023-05-09-10:20:02 -193.77 -99.972
2023-05-09-10:30:02 -194.36 -99.983
2023-05-09-10:40:02 -194.33 -99.968
2023-05-09-10:50:02 -194.37 -99.969
2023-05-09-11:00:02 -194.31 -99.975
2023-05-09-11:10:02 -194.31 -99.969
2023-05-09-11:20:02 -194.31 -99.975
2023-05-09-11:30:02 -194.32 -99.97
2023-05-09-11:40:02 -194.32 -99.973
2023-05-09-11:50:02 -194.32 -99.972
2023-05-09-12:00:02 -194.32 -99.973
2023-05-09-12:10:02 -194.32 -99.968
2023-05-09-12:20:01 -194.31 -99.975
2023-05-09-12:30:02 -194.32 -99.972
2023-05-09-12:40:02 -194.32 -99.979
2023-05-09-12:50:02 -194.31 -99.977
2023-05-09-13:00:02 -194.3 -99.977
2023-05-09-13:10:02 -194.3 -99.83
2023-05-09-13:20:02 -194.3 -100.09
2023-05-09-13:30:02 -194.3 -100.06
2023-05-09-13:40:02 -194.29 -99.914
2023-05-09-13:50:02 -194.29 -100.02
2023-05-09-14:00:02 -194.29 -99.951
2023-05-09-14:10:02 -194.29 -99.99
2023-05-09-14:20:02 -194.29 -99.974
2023-05-09-14:30:02 -194.29 -99.976
2023-05-09-14:40:02 -194.29 -99.981
2023-05-09-14:50:02 -194.29 -99.972
2023-05-09-15:00:02 -194.29 -99.983
2023-05-09-15:10:02 -194.3 -99.971
2023-05-09-15:20:02 -194.29 -99.982
2023-05-09-15:30:02 -194.3 -99.973
2023-05-09-15:40:02 -194.29 -99.979
2023-05-09-15:50:02 -194.29 -99.976
2023-05-09-16:00:02 -194.29 -99.978
2023-05-09-16:10:02 -194.29 -99.975
2023-05-09-16:20:02 -194.3 -99.977
2023-05-09-16:30:02 -194.3 -99.978
2023-05-09-16:40:02 -194.29 -99.978
2023-05-09-16:50:02 -194.33 -99.983
2023-05-09-17:00:02 -194.32 -99.974
2023-05-09-17:10:02 -194.3 -99.985
2023-05-09-17:14:05 -194.3 -99.978
2023-05-09-17:14:50 -194.31 -99.979
2023-05-09-17:15:08 -194.31 -99.976
2023-05-09-17:20:02 -194.31 -99.972
2023-05-09-17:30:02 -194.3 -99.981
2023-05-09-17:40:02 -194.3 -99.975
2023-05-09-17:50:02 -194.3 -99.979
2023-05-09-18:00:02 -194.3 -99.975
2023-05-09-18:10:02 -194.3 -99.978
2023-05-09-18:20:02 -194.3 -99.977
2023-05-09-18:30:02 -194.29 -99.979
2023-05-09-18:40:02 -194.29 -99.975
2023-05-09-18:50:02 -194.29 -99.977
2023-05-09-19:00:02 -194.3 -99.978
2023-05-09-19:10:02 -194.29 -99.976
2023-05-09-19:20:02 -194.28 -99.977
2023-05-09-19:30:02 -194.28 -99.977
2023-05-09-19:40:02 -194.28 -99.976
2023-05-09-19:50:02 -194.28 -99.976
2023-05-09-20:00:02 -194.28 -99.977
2023-05-09-20:10:02 -194.27 -99.977
2023-05-09-20:20:02 -194.27 -99.976
2023-05-09-20:30:02 -194.27 -99.975
2023-05-09-20:40:02 -194.27 -99.976
2023-05-09-20:50:02 -194.27 -99.978
2023-05-09-21:00:02 -194.27 -99.975
